en_name,zh_name,ja_name
,召唤之夜外传 黎明之翼,サモンナイトエクステーゼ 夜明けの翼
Astria Ascending,星位继承者,
The Frost Rebirth,冰霜重生,
THE DIARY,日记簿,
Metroid Prime,银河战士Prime,
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,燃烧飞车：末日浩劫宗族兴起,
Mass Effect 3,质量效应3,
Internet addicted youth 2005,网瘾少年2005,
,艾恩洛亚：炼金起源之章,
NASCAR Heat 5,热力纳斯卡5,
Jungle Rumble,丛林怒吼,
Demon Skin,恶魔皮肤,
IDLE DEVILS,挂姬恶魔,
,幸运之杖R,ワンドオブフォーチュンR
LoL Esports Manager,英雄联盟电竞经理,
Time To Morp: First Contact,扑猫时刻：首扑体验,
Warspear Online,战矛在线,
Loves Triumph,爱的胜利,
,妈妈把游戏机藏起来了,ママにゲーム隠された
Pizza Morgana,邪恶披萨送餐队,
Alpaca Ball: Allstars,羊驼足球：全明星,
The Red Lantern,红灯,
MineSweeper 3D,三维扫雷,
Classified Stories: The Tome of Myrkah,机密故事：迈卡之墓,
Doctor Who: The Edge of Reality,神秘博士：现实边缘,
Void Crew,虚空航船,
Twisted Metal 2,旋转钢铁2,
YOU DON'T KNOW JACK Vol. 1 XL,你不了解杰克：1XL,
Royal Warfare,皇家战争,
Creature in the Well,井中怪物,
RESEARCH and DESTROY,研究与战斗,
Monument Valley,纪念碑谷,
The Kite,风筝,
Orcs Must Die!,兽人必须死,
PuppetShow：Destiny Undone,木偶秀5：未完成的命运,
,.hack//G.U. Vol.1 再生,
The Apartment,公寓,
Hurtworld,伤害世界,
Pandemic,病毒入侵,
The Bad Gravedigger,掘墓恶人,
Desperados 2: Cooper's Revenge,赏金奇兵2：库珀复仇,
Crysis Remastered,孤岛危机：复刻版,
My Hero Academia: One’s Justice 2,我的英雄学院 唯我正义2,
Tsetseg's Adventure,其其格大冒险,
Train Mechanic Simulator 2017,火车修理工模拟2017,
Thumper,暴走甲虫,
Chuan Qi Zheng Zhuan,传奇正传,
Immortals Fenyx Rising,渡神纪 芬尼斯崛起,
Sheryl ~The Alchemist of the Island Ruins~,雪莉尔的大冒险～金色巨龙与遗迹之岛～,
Lara Croft GO,劳拉GO,
Bloodshot Dodge Ball 2,热血躲避球2,
Wargroove 2,战律2,
Classic Games Overload: Card & Puzzle Edition,经典游戏 卡牌与解谜篇集,
Tisnart Tiles,Tisnart方块,
Dream Diary,梦日记,
BlackSite：Area 51,黑暗地带：51区,
Napoleon: Total War,拿破仑：全面战争,
Pokémon Sun/Moon,精灵宝可梦 太阳/月亮,
International Snooker,国际斯诺克,
Changed,改变,
Lemony Snicket A Series Of Unfortunate Events,雷蒙斯尼奇的不幸历险,
,疯狂兔子：奇遇派对,
The Inpatient,病人,
,战国无双 真田丸,
WWE 2K18,美国职业摔角联盟2K18,
Vertiginous Golf,幻境高尔夫,
Turmoil,石油骚动,
Derpy Conga,呆萌康茄,
Jekyll and Hyde,杰克与海德,
Drift Zone,漂移地带,
DreamWorks Super Star Kartz,梦工厂超级明星赛车,
Rage,狂怒,
,闪乱神乐 爆裂 -红莲的少女们-,閃乱カグラ Burst -紅蓮の少女達-
Dao Mu Bi Ji,盗墓笔记,
Glare 1 more,AI女仆Glare1more,
Sweet Kingdom: Enchanted Princess,甜蜜王国：着魔的公主,
Medal of Honor Heroes 2,荣誉勋章 英雄2,
Beast Boxing Turbo,野兽拳击,
,食王者,タベオウジャ
Unsolved Mystery 2: Bridge Master,《未解之谜2：桥师》,
Little Boy: Walter's Scooter,小男孩：沃尔特的滑板车,
Persona 6,女神异闻录6,
Silence,沉寂世界,
San Guo Zhi Zhi,三国之志,
,乱弹三国志,
Of Blades & Tails,剑与狐尾,
Escape from Puzzlegate,逃离谜语之门,
Echoes: Deep-sea Exploration,声呐：深海勘探,
The Lotus,一花一世界,
Life is Strange Remastered Collection,奇异人生 重制版合集,
The Scroll Of Taiwu,太吾绘卷,
Creeper World: Anniversary Edition,藤蔓防御基地 周年版,
Danganronpa Another Episode: Ultra Despair,弹丸论破：绝对绝望少女,
Customplay Golf 2010,自定义高尔夫2010,
Beyond Eyes,超越视界,
Mr. Bear's Bizarre Adventure,熊先生的奇妙旅程,
Da Hua Xi You 2,大话西游2经典版,
B.I.O.T.A.,生物相,
Highlands,高地统领者,
Monstrum,畸形,
Harry Potter and the Half-Blood Prince,哈利波特与混血王子,
,阿修罗之怒,アスラズ ラース
Car Mechanic Simulator 2014,汽车修理工模拟2014,
Half Past Fate,半途而废,
Spelunky 2,洞穴探险2,
,哆啦A梦 牧场物语 自然王国与和乐家人,ドラえもん のび太の牧場物語 大自然の王国とみんなの家
Brigandine: The Legend of Runersia,幻想大陆战记：卢纳基亚传说,
Rise of the Guardians: The Video Game,守护者联盟,
Dragon Fang Z：The Rose & Dungeon Of Time,龙牙Z：龙人萝洁与寄宿木迷宫,
,告别回忆 无垢少女,メモリーズオフ -Innocent Fille-
Night Darkness,夜幕,
Minecraft: Story Mode 2,我的世界：故事模式2,
Dragon Throne: Battle of Red Cliffs,傲世三国之三分天下,
,高达回忆 战争的记忆,ガンダムメモリーズ ～戦いの記憶～
Curses'N Chaos,混沌诅咒,
Crazy Defense Heroes,疯狂塔防物语,
Samurai Shodown,侍魂：晓,
Wander Hero,漂流佣兵,
Strange Planet,异星传奇,
Pneuma: Breath of Life,灵魂：生命之息,
7 Wonders: Ancient Alien Makeover,七大奇迹：远古外星人大改造,
The Elder Scrolls Legends,上古卷轴：传奇,
Shop N Spree : Family Fortune,购物热潮：家庭财富,
Monsters & Monocles,怪物和单片眼镜,
Re Xue Zheng Cheng,热血征程,
Cosmic Rocket Defender,宇宙火箭塔防,
Frenzy Retribution,罪业狂袭,
,旋转飞溅,ぐるっとスプラッシュ！
Tank Mechanic Simulator,坦克机师模拟器,
A Little To The Left,再往左一点,
Drunk-Fu: Wasted Masters,醉拳先生,
Dungeon Defenders: Awakened,地牢守护者：觉醒,
Avadon 3: The Warborn,阿瓦登3 开战,
ATOM RPG,核爆RPG,
LIQUID,液化物,
Elea - Episode 1,艾丽娅,
Madagascar,马达加斯加,
,龙珠 猛烈冲击,ドラゴンボール レイジングブラスト
Hoard,宝库,
Warhammer 40000: Space Wolf,战锤40K：太空狼,
Warriors Orochi 3: Deluxe Edition,无双大蛇2：终极版,
Deepest Chamber,幽深密室,
TimeShift,时空飞梭,
Towers of Altrac：Epic Defense Battles,奥特拉克之塔：史诗防御战,
,口袋妖怪 不可思议的迷宫 空之探险队,ポケモン不思議のダンジョン 空の探検隊
,马里奥与路易RPG 3,マリオ&ルイージRPG3!!!
LOGistICAL: USA New York,后勤运输：纽约,
Halcyon 6: Starbase Commander,翡翠6：基地指挥官,
Brain Age: Concentration Training,脑锻炼 魔鬼特训,
Major Contract,关键合约,
Youtubers Clicker,油管主播点击者,
Greak: Memories of Azur,格雷克大冒险：阿祖尔的回忆,
Dead End Job,鬼魂清洁工,
Elephant in the Room,房中大象,
Besieger,围城之军,
Meatgrinder,绞肉机,
Metal Gear Solid V: The Definitive Experience,合金装备5：终极体验版,
Pro Cycling Manager 2015,职业自行车队经理2015,
ROCKMAN X DiVE Offline,洛克人X DiVE,
Crying is not Enough,光哭是不够的,
ALL Chess,千棋百变,
Doomsday Lonely town,末世孤镇,
Overworked Alice,过劳的爱丽丝,
Fairy,魔导少年,
,白色钢铁X：钢伏特外传,白き鋼鉄のイクス THE OUT OF GUNVOLT
The Cub,弃子,
Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,黑暗寓言8:小美人鱼与紫色潮汐,
Ooblets,蔬菜精灵,
Bonds of the Skies,天空传说,
Deadly Puzzles: Toymaker,致命的迷局：玩具制造师,
Foul Play,小迷糊闯七关,
Abyss Maze,深渊迷宫,
The Companion,伴侣,
Root Of Evil: The Tailor,恶魔之根：裁缝师,
Flying Tigers: Shadows Over China,飞虎队 抗战阴云,
CLARC,机器人克拉克,
Gate of the other world,万界之门,
Heart Forth Alicia,心之所向，艾丽西亚,
,あのちゃんを病院に連れてって,あのちゃんを病院に連れてって
Hidden Deep,幽闭深渊,
Professional Lumberjack 2015,职业伐木工人2015,
Oni,奥妮,
Wizards of Brandel,布兰德的魔法师,
Creeper World 3: Arc Eternal,藤蔓防御基地3：永恒之弧,
Speed Challenge Jacques Villeneuves Racing,极速挑战：维伦纽夫的赛车生涯,
Metal Slug,合金弹头3D,
Sword With Sauce,剑与酱,
John Wick Chronicles,疾速追杀编年史,
,9-nine-九次九日九重色,9-nine-ここのつここのかここのいろ
Tank Captain,坦克队长-高清畅玩版,
Cities XL 2012,特大城市2012,
Football Manager 2021,足球经理2021,
ACE Academy,王牌学院,
MyCompany996,我的公司996,
Mecho Tales,机械传说,
Stronghold: Definitive Edition,要塞：决定版,
Emergency Call 112 – The Fire Fighting Simulation 2,紧急呼叫112：消防模拟2,
Vampire Legends: The Count of New Orleans,吸血鬼传奇3：新奥尔良伯爵疑案,
Stronghold：Warlords,要塞 军阀之战,
Sometimes Always Monsters,每人都有一只怪兽在心中,
Fallout: New Vegas,辐射 新维加斯,
Soundodger+,谜音幻阵,
Psyscrolr,超能男孩,
Cute Bully Nyanbaba,卖萌恶霸喵霸霸,
Reboant: Endless Dawn,源震：黑暗黎明,
Combat Mission: Shock Force,战斗任务：威慑力量,
,愿望之屋 天使的记忆,ウィッシュルーム 天使の記憶
Earthlock: Festival of Magic,魔法季节：沉睡的大地,
Spiritlands,精神地带,
Apocalypse Party,清零计划2：天启派对,
No Man's Land,无人地带,
Chroma Squad,彩度战队,
German Truck Simulator,德国卡车模拟,
Pool Paradise,台球天堂,
Hidden Mysteries：Titanic,隐藏的秘密：泰坦尼克,
Wind Fantasy,魔导圣战 风色幻想,
LoveChoice,拣爱,
No Plan B,没有B计划,
Call of Duty: Black Ops: Declassified,使命召唤：黑色行动：解密,
Island Tribe,岛屿部落,
The Sacrificial Girl of the Fantasy 3 Kingdoms 2,花园魔三国2,
Star Command Galaxies,星际指挥官,
Dead TrailZ,死亡小径Z,
The Raven: Legacy of a Master Thief,乌鸦：神偷的遗产,
Soldiers: Heroes of World War II,战士：二战英雄,
Kokomando,百战咕咕鸡,
The Beginner's Guide,新手指南,
Xun long Zhan Ji,寻龙战纪,
,夏色高校 青春白皮书,夏色ハイスクール★青春白書（略）
Majesty 2: Monster Kingdom,王权2：怪物王国,
,魔野仙踪 OZ,OZ -オズ-
Tower Of Guns,枪之塔,
Time Freeze,时间冻结,
,亚尔斯兰战记 X 无双,アルスラーン戦記x無双
Rotwood,熔炉密林,
Interstellaria,星际穿越,
Fox N Forests,狐狸森林,
Trave,特拉沃,
NEW GAME! -THE CHALLENGE STAGE!-,NEW GAME！挑战舞台,
Filter World,影视界,
Death Skid Marks,死神之辙,
Alex Hunter: Lord of the Mind,艾力克斯·亨特：意志的主宰,
Soccer Clubs,足球经理人,
Wind Fantasy Double Cross,风色幻想XX：交错的轨迹,
East Lake Pond,东湖塘历险记,
BOOK OF HOURS,司辰之书,
Sentinel 3: Homeworld,哨兵3：家园保卫战,
Deadly Premonition 2: A Blessing in Disguise,致命的预感2：伪装的祝福,
The Elder Scrolls IV Oblivion The Shivering,上古卷轴4：战栗孤岛,
LEGO Racers 2,乐高赛车2,
Rally Masters: Michelin Race of Champions,拉力赛高手：米其林冠军赛,
Clockwork Tales: Of Glass and Ink,发条传说：格拉斯与英克,
World in Conflict: Soviet Assault,冲突世界：苏联进攻,
Ryse: Son of Rome,崛起：罗马之子,
Pokémon Legends: Arceus,宝可梦传说 阿尔宙斯,
Superhot,燥热,
MechWarrior 5: Mercenaries,机甲战士5 雇佣兵,
Nature Calls,屎命召唤,
Mini Island: Night,迷你岛：黑夜,
Raiden IV: OverKill,雷电4：赶尽杀绝,
Life of Fly,蝇的生活,
Valiant,勇者无敌,
Unreal Tournament 1999,虚幻竞技场,
Rogue Legacy,盗贼遗产,
IREM Arcades Hits,IREM经典街机游戏套装,
The Gallery: Six Elements,画廊：六大元素,
Knockout League - Arcade VR Boxing,拳击联盟 VR,
Major League Baseball 2K11,美国职业棒球大联盟2K11,
Windforge,风之熔炉,
Remnant Records,残存记录,
Viking: Battle for Asgard,维京：神域之战,
Phantom Brigade,夺回家园,
Swordsman Online,笑傲江湖ol,
Touhou Endless Dream,东方夜光幻梦,
Yi Zi Bu Luo,一字不落,
King’s Quest,国王密令,
Mechanism,机械结构,
Good Knight,骑士镇魂曲,
,求婚失败了，我还不知道她的名字,
Dogz 5,宠物狗5,
Life is Feudal: Your Own,领地人生,
Duke Nukem 3D: Megaton Edition,毁灭公爵3D：超重版,
Gourmet Chef Challenge: Around the World,美食厨师的挑战：世界竞技赛,
Puzzle & Dragon: Super Mario Edition,智龙迷城：超级马里奥兄弟版,
Bloody Streets,血腥街道,
,代号：装甲时代,
Primal Fears,原始恐惧,
Another World – 20th Anniversary Edition,另一个世界：20周年纪念,
FRONT MISSION 1st: Remake,前线任务1st：重制版,フロントミッション ザ ファースト: リメイク
Clutter 3: Who is The Void,杂乱3：谁是虚空,
Milling machine 3D,铣床模拟器,
Crysis Remastered Trilogy,孤岛危机：复刻版 三部曲,
The Crew 2,飙酷车神2,
Rivals Of Aether,元素之战,
Guitar Hero：Metallica,吉他英雄 金属制品,
Capcom Arcade 2nd Stadium,卡普空街机厅2,
fushenglu,浮生箓,
As Dusk Falls,黄昏降临时,
The Wolf Among Us,与狼同行,
Moviewood,电影之林,
Super Mario World 2:Yoshis Island,超级马里奥世界2：耀西岛,
Dragon And Home,龙与家园,
,斩击的女武神,斬撃のREGINLEIV
American Arcadia,美国阿卡迪亚,
Shmups Skill Test,射击技能测试,
How to Make a Pop Voice Actress,人气声优的养成方式,人気声優のつくりかた
Heavyarms Assemble: WWII,重装集结：二战,
Nightingale,夜莺,
Unsolved Mystery Club Ancient Astronauts,神秘俱乐部2：古代宇航员,
Dead Effect,死亡效应,
Guacamelee 2,墨西哥英雄大混战2,
Ghostbusters: Spirits Unleashed,捉鬼敢死队 灵魂释放,
The Sexy Brutale,迷人的残酷,
The Universim,宇宙主义,
,马力欧&索尼克 2020东京奥运,マリオ＆ソニックAT東京オリンピック
Desta: The Memories Between,德斯塔：记忆之间,
Titan Souls,泰坦之魂,
Dysfunctional Systems：Episode.1,功能失调性系统：第一章,
The Princess and the Frog,公主和青蛙,
Vampire：The Masquerade - Coteries of New York,吸血鬼之避世 纽约同僚,
,仙境传说DS,ラグナロクオンライン DS
Playerunknown's Battlegrounds,绝地求生,
Burn the Rope,烧绳子,
MLB Front Office Manager,MLB棒球经理,
Starship Annihilator,星际飞船歼灭者,
Mr.Bottle and His Dream,瓶子先生和他的梦想,
Shenmue,莎木,
Terra Battle 2,地球战争2,
Animal Crossing Amiibo Festival,动物之森 阿米宝狂欢节,
Action Legion,军团行动,
Throne and Liberty,王权与自由,
RPG: Squad battle,RPG：小队战斗,
Active Neurons - Puzzle game,活跃神经元,
Monument Builders: Cathedral Rising,纪念碑建设者9：科隆,
Old Man's Journey,回忆之旅,
,八方旅人 大陆的霸者,オクトパストラベラー 大陸の覇者
Majesty 2：The Fantasy Kingdom Sim,王权2：幻想王国,
It's Quiz Time,问答时间,
"You, Calligrapher",墨之韵,
Restless Hero,躁动英雄,
Air Battles: Sky Defender,空战：天空捍卫者,
Blue Rose,蓝色玫瑰,
Uprising44: The Silent Shadows,起义44：沉默阴影,
,超速变形螺旋杰特,超速変形ジャイロゼッター アルバロスの翼
Jack Keane,杰克基恩,
Mosaics Galore,丰富马赛克,
TrackMania Original,赛道狂飙：起源,
The Legend of Heroes: Trails of Blue Flame,英雄传说：碧之轨迹,
Corpse Keeper,死亡教堂,
SYNCED: Off-Planet,重生边缘,
,最终幻想节奏剧场:谢幕,シアトリズム ファイナルファンタジーカーテンコール
AO International Tennis,澳洲国际网球,
Uncharted Waters IV with Power-Up Kit HD Version,大航海时代4 威力加强版HD,
Ultimate Scroll,逍遥仙游图,
Peculiar Tales of Mid-Lake Pavilion,湖心亭奇谈集,
MAKOTO WAKAIDO’s Case Files DELUXE TRILOGY,和阶堂真的案件簿,
Mysterious Oasis,神秘绿洲,
Alcatraz,恶魔岛,
Happy Game,快乐游戏,
Nex Machina,死亡机器,
Champions Of Chaos 2,乱世英雄2,
Black Ice,黑冰,
,考古行动,
SlashDash,忍者大战,
I commissioned some bees 10,我委托了一些蜜蜂10,
MotoGP 14,摩托GP 14,
,格兰蒂亚3,グランディア3
The White Door,白门,
The Witch's House MV,魔女之家：重制版,
Driving Simulator 2009,模拟驾驶2009,
World War Z: Aftermath,僵尸世界大战：劫后余生,
Star Trek: Resurgence,星际迷航 复苏,
Elite Helisquad,精英直升机中队,
Cosmic Express,宇宙快车,
Super Sports Blast,超级爆裂运动,
,我满怀歧异的意识代码,
Polynomial 2,多射线2,
Fable Legends,神鬼寓言 传奇,
Deus Ex,杀出重围,
Assassin's Creed Syndicate,刺客信条 枭雄,
The Kindeman Remedy,金德曼积善医务室,
San Guo Jiang Wei Zhuan,三国姜维传,
Ghostbusters: The Video Game Remastered,捉鬼敢死队 高清版,
WILDMENDER,荒原疗者,
LEGO Brawls,乐高大乱斗,
Sky Rogue,天空流浪者,
,英国侦探神秘事件：皇冠,英国探偵ミステリア The Crown
Tiny Knight,小小骑士,
Grim Facade 3: Cost of Jealousy,冷酷面具3：妒忌的代价,
Wonder Boy: The Dragon's Trap,神奇男孩：龙之陷阱,
Jak and Daxter: The Lost Frontier,杰克与达斯特 失落的边境,
Kingdom Two Crowns,王国 两位君主,
Arma Tactics,武装突袭：策略,
Fortix 2,城堡天蚕变2,
Grand Theft Auto IV,侠盗猎车手4,
Dark Shadows: Army of Evil,暗影：邪恶军团,
Call of Duty: Black Ops 4,使命召唤15：黑色行动4,
Amazing Zombie Defense,惊悚僵尸塔防,
The Settlers: Kingdoms of Anteria,工人物语8：安塔利亚王国,
Pine,松林世界,
Mega Man 11,洛克人11,ロックマン11 運命の歯車
Gift of Parthax,帕萨克斯的礼物,
Grimoire Chronicles,魔法书编年史,
Juiced 2: Hot Import Nights,极品醉车2：激情之夜,
Cube Escape,逃脱方块,
Drum Legend,幻鼓传奇,
Planet Diver,星球潜将,
Photo Kano Kiss,写真女友Kiss,
Fuzz Force: Spook Squad,茸毛武力：幽灵小队,
Arktika 1,北极1号,
Double Dragon Gaiden: Rise Of The Dragons,双截龙外传：双龙出海,
Rose and the Old Castle of Twilight,玫瑰与黄昏的古城,
Taxi 3: eXtreme Rush,出租车3：极速飞驰,
Blasters of the Universe,宇宙历险记,
Feng Ling Yuan Hua Zhi Xia Ri,风铃原画之夏日,
Chicken Assassin: Reloaded,小鸡刺客：重装上阵,
Murder She Wrote 2: Return to Cabot Cove,她书写谋杀2：重回卡伯特湾,
Kikokugai: The Cyber Slayer,鬼哭街,
,失落的魔法,ロストマジック
Avernum 3：Ruined World,阿佛纳姆3 世界末日,
Wushu Chronicles,武林志,
Ever Eternal Winter World 2,永恒的寒冰世界2,
